baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSG	GeneName	Function
5748.176831186507	0.16122576213419196	0.044257462645591376	3.6429056818116563	2.6957763696730926e-4	0.00298046872155908	ENSG00000136261	BZW2	protein-coding
632.805704962971	0.509667782878483	0.13993207044243425	3.6422514243305786	2.7026391021140936e-4	0.0029859370165059114	ENSG00000134146	DPH6	protein-coding
466.5646462636181	-0.5271414300407616	0.14475750327051481	-3.6415482315667527	2.710033390560135e-4	0.0029919844194291837	ENSG00000084636	COL16A1	protein-coding
1261.5936909383347	0.3558827567304414	0.09779690578785483	3.6389981243623115	2.7370079271880465e-4	0.0030196253179699283	ENSG00000167123	CERCAM	protein-coding
12010.430025212003	0.20011187316213105	0.055045906078128676	3.6353634160931954	2.7758903629174225e-4	0.0030603552776735745	ENSG00000164684	ZNF704	protein-coding
7497.570776189607	-0.1580995672067547	0.04352595634285704	-3.6323054216521564	2.809003721136407e-4	0.0030946718506267993	ENSG00000123684	LPGAT1	protein-coding
37998.11395975444	0.11728243512055637	0.03229071739803721	3.632078955535543	2.8114706624709145e-4	0.003095200705298368	ENSG00000197746	PSAP	protein-coding
8566.529616346777	0.1640068632253359	0.04516218290857426	3.631508768239774	2.817690821499865e-4	0.0030998578825794415	ENSG00000166847	DCTN5	protein-coding
732.5080672809976	-0.34347160490776485	0.09464427096677844	-3.629079725579254	2.8443339444526443e-4	0.0031269607753481505	ENSG00000170430	MGMT	protein-coding
6053.763178615505	0.155624491529696	0.042909973346566356	3.626767378128634	2.869916234082486e-4	0.0031528600207712952	ENSG00000234224	TMEM229A	protein-coding
2043.6988923769786	0.23015653905507769	0.06348341154231991	3.6254595249917934	2.884480740031392e-4	0.0031666272704868937	ENSG00000122042	UBL3	protein-coding
354.81931755766703	-0.48769100753241706	0.1345435888230167	-3.6247807257017852	2.892067248735219e-4	0.00317271997188713	ENSG00000183837	PNMA3	protein-coding
898.575460915999	0.3322877820295801	0.09170543337869715	3.6234252408731256	2.907272607697054e-4	0.003187156416798361	ENSG00000103042	SLC38A7	protein-coding
877.8487546079895	-0.3675682699520666	0.1014633430760189	-3.6226706001267392	2.9157703261857814e-4	0.0031942243418651268	ENSG00000064199	SPA17	protein-coding
10870.588183898843	0.17934936178247632	0.04951436734986486	3.622168097497984	2.92144171353286e-4	0.003198188265173218	ENSG00000214022	REPIN1	protein-coding
292.14589610187375	0.7076287677963647	0.19538145340349042	3.621780652511633	2.925821581141356e-4	0.003200733749369385	ENSG00000184305	CCSER1	protein-coding
102.67799830382424	-0.9071786361904423	0.25057339879219503	-3.620410788069254	2.9413565672151165e-4	0.0032146300198574963	ENSG00000120820	GLT8D2	protein-coding
2452.634041933262	0.24195070865419788	0.06683173077591827	3.620296913534086	2.9426514368447745e-4	0.0032146300198574963	ENSG00000178695	KCTD12	protein-coding
688.6035492798861	0.3722280106694563	0.10283576909538736	3.619635599012138	2.950181818060396e-4	0.0032205979230374806	ENSG00000163364	LINC01116	ncRNA
1605.8521792837764	0.28204807467307086	0.0779387327105791	3.618843479537187	2.959225432012558e-4	0.00322224538769023	ENSG00000115289	PCGF1	protein-coding
6281.628503956043	0.1608857550942889	0.04445628434086727	3.618965405671379	2.957831714746912e-4	0.00322224538769023	ENSG00000138413	IDH1	protein-coding
3098.2771437686683	0.23099574110219626	0.06382578064186714	3.6191604517669207	2.9556034538005956e-4	0.00322224538769023	ENSG00000163257	DCAF16	protein-coding
121.8703917336961	0.95210975639957	0.26310250050252	3.6187788203497164	2.9599647899503914e-4	0.00322224538769023	ENSG00000272916	NDST2	protein-coding
303.2669998451013	-0.6944771328636049	0.19194625823925945	-3.6180811193409395	2.9679538005246143e-4	0.0032286860547885783	ENSG00000130413	STK33	protein-coding
2989.526830910966	0.26042876017603717	0.072032065625822	3.6154559488667344	2.998194570411157e-4	0.0032593073983157718	ENSG00000185504	FAAP100	protein-coding
10562.438940961523	0.1483016306889136	0.04103310060506412	3.614195088893938	3.012821466896506e-4	0.0032729241848893846	ENSG00000124702	KLHDC3	protein-coding
2105.205083849163	-0.20799496922232696	0.057577450126741904	-3.612438007665843	3.0333163729575214e-4	0.0032928921573471964	ENSG00000149809	TM7SF2	protein-coding
52.33511073575212	1.4970232974954432	0.4144900695031916	3.611722952228451	3.0416942234297816e-4	0.003299687507840469	ENSG00000204767	INSYN2B	protein-coding
4423.570224684658	0.1683625891847335	0.04663444401185038	3.610262602079067	3.058871577734135e-4	0.003316012626161611	ENSG00000136888	ATP6V1G1	protein-coding
5278.614140508986	0.16034758479270386	0.04442771872394515	3.6091788954781854	3.0716773351629226e-4	0.0033275792438920726	ENSG00000166200	COPS2	protein-coding
3161.2546761684216	-0.2123544574871715	0.05884159243871502	-3.608917581697741	3.07477268548523e-4	0.0033286177133070825	ENSG00000115839	RAB3GAP1	protein-coding
1804.018853855446	-0.2508832357697034	0.06954360626565627	-3.6075672407802744	3.0908145265493594e-4	0.0033436603260129116	ENSG00000159063	ALG8	protein-coding
2035.139168466144	0.2847145543150558	0.07896637295001756	3.6055164202016514	3.1153279075386896e-4	0.0033655047256336825	ENSG00000108852	MPP2	protein-coding
296.7520918830226	0.5665527154686656	0.1571308584279327	3.60561077013725	3.1141961634155197e-4	0.0033655047256336825	ENSG00000198053	SIRPA	protein-coding
3490.472969544641	0.21484271027976792	0.05959161406847552	3.605250732643296	3.118516945956174e-4	0.003366615175613671	ENSG00000065809	FAM107B	protein-coding
3059.6432224894916	0.19851604708777532	0.05510927144222938	3.6022259393481213	3.155039549673541e-4	0.0034036846332973977	ENSG00000179918	SEPHS2	protein-coding
6917.005144744149	0.15936905103136523	0.04430061324341317	3.5974457092884826	3.213575441367651e-4	0.0034644344792820253	ENSG00000241553	ARPC4	protein-coding
157.7638391262952	-0.7609756768159502	0.2115964941695006	-3.596352953779878	3.227098681659936e-4	0.0034766074179044598	ENSG00000165272	AQP3	protein-coding
347.33098114351674	-0.8055812738729797	0.2240810851596714	-3.595043612444817	3.243372393135733e-4	0.0034917246123198653	ENSG00000188242	PP7080	ncRNA
137.04222414467364	0.897585579009062	0.24971261378031845	3.5944743255889415	3.250471949698505e-4	0.0034969511072101733	ENSG00000170396	ZNF804A	protein-coding
5335.058566890033	0.21829553093594145	0.06073838905161168	3.594028988000449	3.2560358756920905e-4	0.003498105301484923	ENSG00000136824	SMC2	protein-coding
1350.923178495	-0.25858124174943414	0.07194520599582625	-3.594141377042345	3.2546308774695457e-4	0.003498105301484923	ENSG00000185352	HS6ST3	protein-coding
5671.133398889111	0.19941754421886168	0.055488701140653365	3.5938405498693493	3.258392852849055e-4	0.0034982249387789507	ENSG00000100422	CERK	protein-coding
3179.697070361365	0.29762624161714724	0.0828611709404127	3.59186622925202	3.283183775448848e-4	0.0035224130064698453	ENSG00000100023	PPIL2	protein-coding
3032.658521172396	-0.19554536869570133	0.05445140520384111	-3.5911904929481446	3.291709251806698e-4	0.003524278125405137	ENSG00000001497	LAS1L	protein-coding
401.88680006148036	-0.44437661689718255	0.12373687365063775	-3.5913030916867053	3.290287204643304e-4	0.003524278125405137	ENSG00000066230	SLC9A3	protein-coding
12743.665603315687	0.21883815413725707	0.06093167804326227	3.5915333561284686	3.287380907730114e-4	0.003524278125405137	ENSG00000168264	IRF2BP2	protein-coding
2842.861173954129	0.1879302496422327	0.05233991536018604	3.5905722878793114	3.299527023613419e-4	0.0035277990373266876	ENSG00000198478	SH3BGRL2	protein-coding
44706.82283769762	0.12526917627782228	0.03488723893038156	3.5906876014980824	3.298067459872676e-4	0.0035277990373266876	ENSG00000198888	ND1	protein-coding
4330.318674862484	-0.22679901207530567	0.06317476853326247	-3.59002521641045	3.306459733499636e-4	0.003532786675477183	ENSG00000117859	OSBPL9	protein-coding
4377.849623746421	0.17704636610287822	0.049334302779122687	3.5887071698477673	3.323218572306936e-4	0.0035482590074981117	ENSG00000168259	DNAJC7	protein-coding
5260.2718047374665	-0.2525426925563211	0.0703916352986988	-3.5876804322656417	3.336328483757394e-4	0.00355872365223626	ENSG00000101290	CDS2	protein-coding
936.2107053267099	0.3543137350283641	0.09876115429702932	3.587581955175889	3.337588429783782e-4	0.00355872365223626	ENSG00000163820	FYCO1	protein-coding
16769.913685417625	0.17609748191953642	0.0491160639162492	3.5853337559746437	3.366473968616156e-4	0.003587067816901674	ENSG00000105810	CDK6	protein-coding
512.4890004252975	0.5790531235598422	0.1615890420590611	3.583492520168522	3.390304769545755e-4	0.0036099909569366896	ENSG00000189007	ADAT2	protein-coding
36969.239610681696	0.12245660522051882	0.03417652316035348	3.5830621109690517	3.395898195964602e-4	0.0036134769191759953	ENSG00000155096	AZIN1	protein-coding
117.30137323954658	1.2141706811716406	0.33896052509266367	3.58204153961502	3.4091956602786165e-4	0.0036251501703631595	ENSG00000276463	TAF9	protein-coding
1090.7527109760415	0.28901729856570746	0.08069651691530978	3.5815337466055484	3.4158300481774235e-4	0.0036297271821628856	ENSG00000104356	POP1	protein-coding
6861.805867642118	0.26591297595784463	0.07425555839145255	3.5810514622492353	3.422142343605548e-4	0.003633955925609218	ENSG00000288213	MCRIP1	protein-coding
2855.2547319852015	0.22210373031605798	0.062053857049007434	3.5792091076731962	3.446356287868405e-4	0.003657175630273434	ENSG00000134453	RBM17	protein-coding
2656.9704542060217	0.20580818650677946	0.05750632934576416	3.578878861652452	3.450713592951481e-4	0.003659306763172102	ENSG00000163110	PDLIM5	protein-coding
111.64341598853488	-0.8301981403839678	0.23208501149215768	-3.577129496843965	3.473880997776517e-4	0.0036813685839022165	ENSG00000160471	COX6B2	protein-coding
416.7061090904391	0.43154714903421065	0.1206564465802597	3.5766605205561803	3.480116487403742e-4	0.003684939926186374	ENSG00000128652	HOXD3	protein-coding
71.99210136592781	-1.4754330681706707	0.412547505508904	-3.576395562859188	3.483643980817158e-4	0.003684939926186374	ENSG00000166897	ELFN2	protein-coding
996.8205966603625	-0.31111346604581114	0.08700070533097043	-3.5759878596646417	3.48907843826223e-4	0.003684939926186374	ENSG00000188211	NCR3LG1	protein-coding
479.66276713747965	0.4483878240029748	0.12538121253612453	3.576196265240188	3.486299517587829e-4	0.003684939926186374	ENSG00000215397	SCRT2	protein-coding
201.32075648592323	-0.7310013341829965	0.20441898563431823	-3.575995311368352	3.488979040082425e-4	0.003684939926186374	ENSG00000269001	NA	NA
13736.42611896159	-0.16457681688989106	0.04608412898607079	-3.5712255067169743	3.553148015830665e-4	0.0037500636714505485	ENSG00000135404	CD63	protein-coding
1852.072622633525	0.2790365974196957	0.07814674798881456	3.5706744631220646	3.560632004671006e-4	0.0037554181021506386	ENSG00000136152	COG3	protein-coding
4217.62915699882	0.1799777232692076	0.05041892655494649	3.569646074734814	3.574638487313082e-4	0.003767639942852719	ENSG00000067167	TRAM1	protein-coding
54748.057672686526	0.10981134346788807	0.03076510702189089	3.569347032979664	3.578721047029097e-4	0.003769392594362358	ENSG00000069275	NUCKS1	protein-coding
840.6575185256864	-0.34154729402621725	0.09572102063329012	-3.568153491955486	3.5950589057760573e-4	0.0037840424077148255	ENSG00000250366	TUNAR	ncRNA
67.05326021063223	-1.1887718010665989	0.3334302855436631	-3.565278418330502	3.6347013348799194e-4	0.003823185509436826	ENSG00000180616	SSTR2	protein-coding
8252.260095098627	0.18237059308088419	0.05116904587778702	3.5640803918146347	3.651340441110707e-4	0.003838095910365897	ENSG00000234741	GAS5	ncRNA
4213.045660837283	-0.22232134086964878	0.062385590920183406	-3.5636649038732098	3.657127668364475e-4	0.00384158697355238	ENSG00000118363	SPCS2	protein-coding
1934.379720872726	-0.27327428083343086	0.07674243555326218	-3.56092791248159	3.6954653820461196e-4	0.0038792425688352057	ENSG00000116852	KIF21B	protein-coding
95.1244535129278	1.24217448072677	0.34900956541836614	3.5591416505669287	3.720688270870418e-4	0.003903089689132618	ENSG00000159208	CIART	protein-coding
4975.160972148165	0.15778747339433963	0.04434220550087365	3.5584038189356826	3.7311537064000424e-4	0.003908836937408552	ENSG00000099284	MACROH2A2	protein-coding
1117.300667406598	-0.40788486772361976	0.11462586704610273	-3.5584015914973866	3.731185342102014e-4	0.003908836937408552	ENSG00000163684	RPP14	protein-coding
2633.4728066531006	-0.2669138696084871	0.07508948587367008	-3.554610429182333	3.785395111864894e-4	0.003960080558669375	ENSG00000108984	MAP2K6	protein-coding
124.4703765342108	-0.7997687778789869	0.22498356724757265	-3.5547875236546442	3.7828465360960047e-4	0.003960080558669375	ENSG00000155367	PPM1J	protein-coding
69.48034560585373	-1.7133598742312057	0.48203254483801145	-3.554448537923898	3.7877263014619134e-4	0.003960080558669375	ENSG00000283765	NA	NA
839.2964534268172	0.45171107348982437	0.12713380523386444	3.5530366817770886	3.8081135976605906e-4	0.003978725259849543	ENSG00000128973	CLN6	protein-coding
2197.3684532701664	0.2433704301436614	0.06851358922925076	3.552148309283998	3.820994277889373e-4	0.003989507296311036	ENSG00000198715	GLMP	protein-coding
769.5730952712555	0.3680717024838647	0.10364112551102508	3.551405879365042	3.831790132457961e-4	0.003995423472786487	ENSG00000104497	SNX16	protein-coding
1062.9385323575584	0.3025057564780121	0.08517902195995965	3.5514114804019687	3.831708579796893e-4	0.003995423472786487	ENSG00000147526	TACC1	protein-coding
3712.6728168641243	0.18953071801606672	0.05339133130154405	3.549840646333267	3.854644040701971e-4	0.004016564873983632	ENSG00000241258	CRCP	protein-coding
133.02824482960997	-0.7938637222465393	0.22373529787226737	-3.5482274357073678	3.878331726709892e-4	0.004038546232532534	ENSG00000204950	LRRC10B	protein-coding
880.530346640829	0.39386877569799417	0.11105722429964743	3.546538986381317	3.9032698358621234e-4	0.004061799432402148	ENSG00000108963	DPH1	protein-coding
4238.580833962264	0.17509392206368463	0.049374996153757476	3.546206292724133	3.908201302629919e-4	0.004064216281199525	ENSG00000165219	GAPVD1	protein-coding
5612.073630968063	0.18623056823313772	0.052593534803970145	3.540940325218066	3.987037430321301e-4	0.004143433561677467	ENSG00000165476	REEP3	protein-coding
391.78405194881145	-0.4809354233073309	0.1358549077212005	-3.5400666149970794	4.0002604663473616e-4	0.004146111613091098	ENSG00000116254	CHD5	protein-coding
3129.7995395297266	0.21620178344848126	0.06106828622729831	3.5403283243248485	3.9962953739302063e-4	0.004146111613091098	ENSG00000144744	UBA3	protein-coding
168289.52117165845	0.1864468903218892	0.052665097098436094	3.5402363347664996	3.997688665985956e-4	0.004146111613091098	ENSG00000167658	EEF2	protein-coding
1066.1562317373136	0.34054213290529395	0.09618451896391957	3.540508769743258	3.993563629602956e-4	0.004146111613091098	ENSG00000198948	MFAP3L	protein-coding
1317.1047403598302	-0.3170302263603198	0.08961265883148176	-3.5377839525607753	4.0350006808771244e-4	0.0041793378062967975	ENSG00000173451	THAP2	protein-coding
7925.395690410612	0.1881611461925435	0.05320041488570283	3.5368360678538666	4.049509344973404e-4	0.004191578510032936	ENSG00000004059	ARF5	protein-coding
7307.979148808909	0.21070201584457127	0.0596001472940901	3.535259985262894	4.0737413621463414e-4	0.0042128056091848744	ENSG00000077232	DNAJC10	protein-coding
10107.680727757723	0.1422115044842467	0.04022784712421327	3.53515076372678	4.0754256342544654e-4	0.0042128056091848744	ENSG00000135316	SYNCRIP	protein-coding
498.5412251359327	-0.5441926706292926	0.1539625237864732	-3.534578787393871	4.084256535014913e-4	0.00421354624519618	ENSG00000162576	MXRA8	protein-coding
31093.112219265517	0.10177932147170704	0.028795188997875226	3.5345946671583666	4.084011121898841e-4	0.00421354624519618	ENSG00000170027	YWHAG	protein-coding
7183.960181785674	-0.2338010842468766	0.06614264572151846	-3.5348009094050066	4.080825011169236e-4	0.00421354624519618	ENSG00000274779	NOMO1	protein-coding
6090.418621400204	0.1495608221917187	0.04233801463678871	3.5325421722009853	4.115845737947803e-4	0.004243325275033149	ENSG00000145730	PAM	protein-coding
5355.659991625209	0.17946388527234866	0.05083006017699396	3.5306644266688334	4.1451728274327767e-4	0.004270734279480674	ENSG00000172380	GNG12	protein-coding
21279.166687937497	0.10467657212937448	0.029657411126245512	3.529524936744741	4.163064692352493e-4	0.004286333230500141	ENSG00000163468	CCT3	protein-coding
283.1933234714327	-0.5146291901079063	0.14582138653185622	-3.5291749883031054	4.1685739178699686e-4	0.0042865435098668235	ENSG00000069943	PIGB	protein-coding
286.0775624458378	-0.7101099012323976	0.2012120217658627	-3.529162397954065	4.1687722541072265e-4	0.0042865435098668235	ENSG00000276482	SLC12A7	protein-coding
2253.477893197592	0.24758249838702698	0.07016839249577646	3.5284048783350617	4.1807217186409063e-4	0.004295994916424013	ENSG00000074855	ANO8	protein-coding
186.15691620545223	-0.8804647152292333	0.24958310261277775	-3.527741686083827	4.191209473027407e-4	0.004303932839210346	ENSG00000288640	NA	NA
8921.931226118651	0.1453031151167609	0.04119321871251025	3.5273552215193322	4.1973323675465786e-4	0.0043073810027431225	ENSG00000173207	CKS1B	protein-coding
680.9449536187385	0.37598296285940874	0.10659652002619359	3.5271598244203446	4.200431291175881e-4	0.004307723413689129	ENSG00000105173	CCNE1	protein-coding
1993.2262399315389	0.29756057715830264	0.0843732900383692	3.5267153505924136	4.207488436571593e-4	0.004312122030586334	ENSG00000160741	CRTC2	protein-coding
374.17865765128147	-0.47326765579596786	0.13420485109711744	-3.526457143143711	4.211593215225661e-4	0.004313491065534868	ENSG00000273033	LINC02035	ncRNA
1953.9143454798298	0.22755308263037832	0.06459459313730886	3.5227883879795985	4.27032170873134e-4	0.004370766857990592	ENSG00000175634	RPS6KB2	protein-coding
4478.9619799653765	0.3274457318392657	0.09295849881780027	3.5224937580055276	4.275071088150342e-4	0.004372754918660934	ENSG00000213949	ITGA1	protein-coding
45.97369015306062	-1.287605018286775	0.365571920173513	-3.522166083422473	4.2803589329219114e-4	0.004375290778022148	ENSG00000187608	ISG15	protein-coding
6466.734113645037	-0.15759019096476776	0.04479207666057243	-3.5182604316152237	4.34385832016258e-4	0.004436449163903081	ENSG00000087258	GNAO1	protein-coding
7695.008869506451	-0.14190270215360196	0.04033461994380114	-3.518136587163019	4.3458861369342027e-4	0.004436449163903081	ENSG00000147649	MTDH	protein-coding
1390.4272272465087	-0.2764912265690274	0.07860520459817437	-3.5174671700485467	4.3568624136264874e-4	0.004444741498328318	ENSG00000282954	FBXO17	protein-coding
9540.959943402087	-0.14818410980491914	0.04213039447903093	-3.5172732569279193	4.3600467928881696e-4	0.004445079119084549	ENSG00000136068	FLNB	protein-coding
48131.14220909783	-0.13947707170250584	0.03967530052856566	-3.5154635212424994	4.3898706322059586e-4	0.0044725575348923755	ENSG00000115306	SPTBN1	protein-coding
332.899471769689	-0.542970837919505	0.15448516835021556	-3.514711759827961	4.402315302633379e-4	0.0044823050839492016	ENSG00000275744	SLC2A11	protein-coding
4445.469937004716	0.23317783541577275	0.06636152283091251	3.5137505209141144	4.418275642888301e-4	0.004495617110706333	ENSG00000281649	EBLN3P	pseudo
3335.777546675106	0.17641173508101754	0.05023845307246649	3.5114881986225237	4.456052471023344e-4	0.004531095652323867	ENSG00000162813	BPNT1	protein-coding
1095.9257829517694	-0.2989289996323353	0.08513465722175956	-3.5112492301893252	4.460060381821529e-4	0.00453221269589144	ENSG00000196116	TDRD7	protein-coding
9787.80355079895	-0.2227342182183623	0.06345578279338598	-3.510069664471588	4.4798930628342065e-4	0.0045493985745000826	ENSG00000188157	AGRN	protein-coding
2736.3114432658217	-0.2384407709433779	0.06793714158029183	-3.509726276334066	4.485682084561609e-4	0.004552309805426759	ENSG00000101439	CST3	protein-coding
2077.0759438346076	-0.24376736435995547	0.06949146008655399	-3.5078751267614017	4.5170102106014987e-4	0.004581118819059255	ENSG00000137513	NARS2	protein-coding
336.9156470574748	-0.6337160191530765	0.18075510486759355	-3.505937050116981	4.550028171792645e-4	0.004611603048808447	ENSG00000138769	CDKL2	protein-coding
709.1362038222803	-0.4477403078104967	0.12772363720257696	-3.5055399111470265	4.556821757827892e-4	0.004615485653019695	ENSG00000247828	TMEM161B-DT	ncRNA
1761.7770899034388	-0.2287343384600485	0.06525972368926508	-3.5049847827914453	4.5663338246372976e-4	0.004622114900597779	ENSG00000235162	C12orf75	protein-coding
5440.129469997451	0.17287236074360865	0.04934685117192483	3.5032095592344876	4.5968766060772956e-4	0.004650009335680007	ENSG00000198176	TFDP1	protein-coding
1623.834847942939	0.23329869616593896	0.06661249737466751	3.502326220464774	4.6121454047895764e-4	0.0046624270678658035	ENSG00000135090	TAOK3	protein-coding
559.9235209217734	0.36690680288430094	0.10481367249110078	3.5005624186620614	4.6427749757002324e-4	0.004687430947418723	ENSG00000146005	PSD2	protein-coding
3225.53797322448	0.1934206165929047	0.05525426561916602	3.5005553765936392	4.6428976453120354e-4	0.004687430947418723	ENSG00000164244	PRRC1	protein-coding
1587.3074190122504	-0.23306033732828163	0.0666035160246814	-3.4992197295097154	4.666218763147911e-4	0.004707924604424751	ENSG00000137177	KIF13A	protein-coding
1073.8818808653423	-0.3313861702775711	0.09471130922302064	-3.49890813458446	4.6716750779288716e-4	0.00471037892323469	ENSG00000000003	TSPAN6	protein-coding
2582.0432630184187	0.24252992084499705	0.06938765175614768	3.4952893592267897	4.735480680021229e-4	0.00477162471108478	ENSG00000198890	PRMT6	protein-coding
3650.0138327459695	-0.179890811364759	0.051477861931277395	-3.494527639957387	4.749014332720818e-4	0.004782168408217512	ENSG00000101079	NDRG3	protein-coding
3425.8113101048634	0.21036766381956168	0.060259532317367116	3.49102715752297	4.811673409783899e-4	0.004842134908114572	ENSG00000005339	CREBBP	protein-coding
3104.143406616493	0.22296946116867425	0.06388607570389154	3.4901104616618723	4.828209323007706e-4	0.004852625597275404	ENSG00000149930	TAOK2	protein-coding
8837.354458160187	0.276409004463289	0.07919793043848557	3.490103881918742	4.8283282037340326e-4	0.004852625597275404	ENSG00000171848	RRM2	protein-coding
14342.10082386557	-0.19158000687643467	0.054914227537296086	-3.4887134986341986	4.853510541564911e-4	0.004874789633558877	ENSG00000229807	XIST	ncRNA
481.97263972321866	0.40242757641001287	0.11535949146696417	3.4884652428036858	4.858019768192741e-4	0.004876174738975936	ENSG00000268471	MIR4453HG	ncRNA
1330.5900010237378	0.2935378273135175	0.08416909475396929	3.487477537587212	4.8759988017057663e-4	0.0048910694998694415	ENSG00000155099	PIP4P2	protein-coding
7731.927443448186	0.1427387170542987	0.04093385077411068	3.487058128051228	4.88365199671305e-4	0.004895594002882618	ENSG00000198825	INPP5F	protein-coding
109.99520622082584	-0.9932538613874526	0.2849213411050481	-3.4860634080100317	4.901848010322472e-4	0.004910674489054885	ENSG00000236714	LINC01844	ncRNA
637.2441284367777	-0.4441561572130657	0.1274240718846444	-3.4856534612640173	4.909365382021498e-4	0.004915044596473708	ENSG00000167964	RAB26	protein-coding
197.4895060663959	-0.946022529193695	0.2714280288218615	-3.4853531276778	4.914879551153446e-4	0.004917404858565728	ENSG00000291089	NA	NA
2898.6646159741267	-0.23565208926880876	0.06766145992176241	-3.482811182928886	4.961781874991757e-4	0.004961144932517432	ENSG00000185686	PRAME	protein-coding
208.89341765853015	-0.6614438450982123	0.18992771682151433	-3.4826083110334443	4.965543063091565e-4	0.0049617209645183066	ENSG00000148053	NTRK2	protein-coding
20774.187546188718	0.13229686957780037	0.03799433872254233	3.482015321911831	4.976552162656003e-4	0.004969533948067642	ENSG00000126777	KTN1	protein-coding
408.4659760924417	0.606975320963376	0.1743436667874411	3.481487639602058	4.986367945643266e-4	0.0049761460510717994	ENSG00000151611	MMAA	protein-coding
1289.2486437379048	-0.31843896111182873	0.09148603941142486	-3.4807382980015835	5.000337987991581e-4	0.004986892777012346	ENSG00000101347	SAMHD1	protein-coding
4366.321375183503	-0.19155153174179326	0.055050333448045614	-3.479570780848625	5.02217685436977e-4	0.005005468396504944	ENSG00000106605	BLVRA	protein-coding
14366.349954229705	0.158816053288295	0.045646206842828545	3.4792826014029803	5.027581030923951e-4	0.0050076507224893424	ENSG00000136628	EPRS1	protein-coding
3413.104411111871	0.21573151316504904	0.06200854218410585	3.479061199738151	5.03173661814033e-4	0.005008587414529717	ENSG00000174371	EXO1	protein-coding
601.7348242069785	-0.42299938705441925	0.12161616465440368	-3.47815101928642	5.048853868866812e-4	0.005022416703014508	ENSG00000277462	ZNF670	protein-coding
961.2611965263483	-0.30865401969190304	0.08875316359345492	-3.477667805800498	5.057963438447129e-4	0.005028267673524529	ENSG00000155858	LSM11	protein-coding
5783.964384657552	-0.14123085646578323	0.040619516217390975	-3.476921185125198	5.072068909676705e-4	0.005039074583861206	ENSG00000022267	FHL1	protein-coding
2228.222163514385	0.22146805649351428	0.06371589134852058	3.475868449867594	5.092019941289692e-4	0.005055671551651423	ENSG00000090061	CCNK	protein-coding
107.63435497488256	-0.9048014872963328	0.26044925458171514	-3.4740029828438392	5.127553335824966e-4	0.00508447013784095	ENSG00000104413	ESRP1	protein-coding
276.982042655951	-0.5241818756503308	0.15088069249332145	-3.4741481298114607	5.12478030727178e-4	0.00508447013784095	ENSG00000148344	PTGES	protein-coding
3722.5078350413	0.20643183984444644	0.05942808419737045	3.4736411686914273	5.134471874564613e-4	0.005088091785112439	ENSG00000143469	SYT14	protein-coding
10456.303638162637	-0.15474132059841503	0.04456282274509932	-3.4724308530350516	5.15767858144948e-4	0.0051078396021500315	ENSG00000140350	ANP32A	protein-coding
2022.3003663344778	-0.2525213839283211	0.07278230851324102	-3.469543479544631	5.213436763609743e-4	0.005159778774047813	ENSG00000148408	CACNA1B	protein-coding
2963.690824799637	0.19805335085090725	0.05709992467964231	3.4685396165070372	5.23295365755976e-4	0.0051758064811089485	ENSG00000165516	KLHDC2	protein-coding
6532.310213163095	0.2330392837114775	0.06719084592814799	3.468318942742337	5.237253069958547e-4	0.005176772101764863	ENSG00000214655	ZSWIM8	protein-coding
1616.2474250062485	-0.291007266834472	0.08401280401796972	-3.463844234650562	5.3251476846871e-4	0.005260313927207079	ENSG00000119711	ALDH6A1	protein-coding
844.1745799564956	-0.3167922321531093	0.09146854600348861	-3.463400764466365	5.333933020896982e-4	0.005265653269932394	ENSG00000149177	PTPRJ	protein-coding
3243.755659334501	0.21502436196651978	0.062093993126972384	3.4628850737112202	5.344166060858242e-4	0.005272414116279272	ENSG00000136051	WASHC4	protein-coding
1156.0873272401657	-0.2709386050057446	0.07830300072384457	-3.460130550568279	5.399135570656818e-4	0.005323274298714678	ENSG00000228881	TRIM26	protein-coding
1700.496671546778	0.38535680337373457	0.111376509254289	3.459946859116478	5.402820006041247e-4	0.005323537637831154	ENSG00000070950	RAD18	protein-coding
3166.0652805085665	0.20159087798826025	0.05828561497198795	3.4586729175825766	5.428436923551034e-4	0.0053446086357541	ENSG00000078403	MLLT10	protein-coding
1158.1981981079969	-0.2721801800505681	0.07869794372225672	-3.458542462191325	5.431066549235294e-4	0.0053446086357541	ENSG00000279561	LOC100132249	ncRNA
3438.52186961103	0.20170854994911444	0.058334812363648764	3.457773185104282	5.446597229971107e-4	0.005353128810630278	ENSG00000161036	LRWD1	protein-coding
134.2365532907362	-0.9545367118823148	0.27604423510457327	-3.45791214049701	5.443788847246477e-4	0.005353128810630278	ENSG00000188629	ZNF177	protein-coding
1339.5777616971773	-0.29875340031066033	0.08641440526704688	-3.457217571392422	5.457840053605006e-4	0.005360796491491726	ENSG00000215784	FAM72D	protein-coding
7478.293177084427	0.15681082116826578	0.04537051697024317	3.4562273396865226	5.477930975830503e-4	0.00537375369908612	ENSG00000135506	OS9	protein-coding
573.6173317899237	-0.44392987061209277	0.12843872822001884	-3.4563552346269693	5.475332232052116e-4	0.00537375369908612	ENSG00000242110	AMACR	protein-coding
1465.0135125555375	0.27658012089153355	0.08003422961486019	3.4557728889562536	5.48717442352272e-4	0.005379433805515225	ENSG00000156876	SASS6	protein-coding
